GO No.,GO Date,GO Description,Issued by,Gazette Week Date,Pg No
2568/XX(3)-55/2003,2005-12-22,Shri N.S.Dhanik Addl.District and Session Judge IV Fast Track Court Dehradun,S.K.Das(PRINCIPAL SECRETARY),2006-01-21,30
2568/XX(3)/55/CBI/2003,2005-12-22,Regarding Fast Track Court Dehradun.,S.K.Das(PRINCIPAL SECRETARY),2006-01-21,30
2568/XX(3)-55/2003,2005-12-22,Shri N.S.Dhanik Addl.District and Session Judge IV Fast Track Court Dehradun,S.K.Das(PRINCIPAL SECRETARY),2006-01-21,30
2568/XX(3)/55/CBI/2003,2005-12-22,Regarding Fast Track Court Dehradun.,S.K.Das(PRINCIPAL SECRETARY),2006-01-21,30
"4619,4639 /II-2005-01(430)/2003",2005-12-22,Promotion to the Post of SE (Civil),N.Ravi Shankar(Secretary),2006-01-21,31
3289/form anu.-2004-2005,2005-12-15,Wrong Details given of the Income form,B.P.Pandey(Commissioner Tax Officer),2006-01-28,15
3633/form anu.-2004-2005,2006-01-13,Forms that has been lost by theft or has been misplaced,B.P.Pandey(Commissioner Tax Officer),2006-01-28,15
3634/form anu.-2005-2006,2006-01-13,Wrong Information given of the forms that were lost by theft or had been misplaced,B.P.Pandey(Commissioner Tax Officer),2006-01-28,15
07/I/2006-02(3)15/2004,2006-01-09,,N.Ravi Shankar(Secretary),2006-01-28,36
3289/form anu.-2004-2005,2005-12-15,Wrong Details given of the Income form,B.P.Pandey(Commissioner Tax Officer),2006-01-28,15
3633/form anu.-2004-2005,2006-01-13,Forms that has been lost by theft or has been misplaced,B.P.Pandey(Commissioner Tax Officer),2006-01-28,15
3634/form anu.-2005-2006,2006-01-13,Wrong Information given of the forms that were lost by theft or had been misplaced,B.P.Pandey(Commissioner Tax Officer),2006-01-28,15
1564/XXVIII(1)-2004-27/2003,2006-10-19,"Establishment of Indian Health Parishad, Uttaranchal",S.K.Das(Chief Secretary),2006-01-28,34
07/I/2006-02(3)15/2004,2006-01-09,,N.Ravi Shankar(Secretary),2006-01-28,36
1564/XXVIII(1)-2004-27/2003,2006-10-19,"Establishment of Indian Health Parishad, Uttaranchal",S.K.Das(Chief Secretary),2006-01-28,34
07/I/2006-02(3)15/2004,2006-01-09,,N.Ravi Shankar(Secretary),2006-01-28,36
166/XIV/89/Admin.A/2003,2005-12-14,Leave acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,13
167/XIV/31/Admin.A/2003,2005-12-15,Leave acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,13
168/XIV/32/Admin.A/2003,2005-12-17,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,13
171/XIV/48/Admin.A/2003,2005-12-17,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,13
172/XIV/48/Admin.A/2003,2005-12-21,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,13
191/XIV/42/Admin.A/2003,2006-01-06,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,14
192/XIV/34/Admin.A/2003,2006-01-06,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,14
175/XIV/6/Admin.A/2005,2005-12-22,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,14
184/XIV/88/Admin-A/2003,2006-01-03,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,14
185/XIV/61/Admin. A/2003,2006-01-03,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,14
186/XIV/2/Admin. A/2003,2006-01-03,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,14
187/XIV/45/Admin. A/2003,2006-01-04,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,14
189/XIV/95/Admin.A/2003,2006-01-06,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,14
166/XIV/89/Admin.A/2003,2005-12-14,Leave acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,13
167/XIV/31/Admin.A/2003,2005-12-15,Leave acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,13
168/XIV/32/Admin.A/2003,2005-12-17,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,13
171/XIV/48/Admin.A/2003,2005-12-17,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,13
172/XIV/48/Admin.A/2003,2005-12-21,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,13
191/XIV/42/Admin.A/2003,2006-01-06,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,14
192/XIV/34/Admin.A/2003,2006-01-06,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,14
175/XIV/6/Admin.A/2005,2005-12-22,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,14
184/XIV/88/Admin-A/2003,2006-01-03,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,14
185/XIV/61/Admin. A/2003,2006-01-03,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,14
186/XIV/2/Admin. A/2003,2006-01-03,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,14
187/XIV/45/Admin. A/2003,2006-01-04,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,14
189/XIV/95/Admin.A/2003,2006-01-06,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,14
07/I/2006-02(3)15/2004,2006-01-09,,N.Ravi Shankar(Secretary),2006-01-28,36
3289/form anu.-2004-2005,2005-12-15,Wrong Details given of the Income form,B.P.Pandey(Commissioner Tax Officer),2006-01-28,15
3633/form anu.-2004-2005,2006-01-13,Forms that has been lost by theft or has been misplaced,B.P.Pandey(Commissioner Tax Officer),2006-01-28,15
3634/form anu.-2005-2006,2006-01-13,Wrong Information given of the forms that were lost by theft or had been misplaced,B.P.Pandey(Commissioner Tax Officer),2006-01-28,15
46/XXXI(1)/2005-62(2)2004,2006-01-10,Promotion Orders,S.K.Das(Chief Secretary),2006-01-28,34
46/XXXI(1)/2005-62(2)2004,2006-01-10,Promotion Orders,S.K.Das(Chief Secretary),2006-01-28,34
1564/XXVIII(1)-2004-27/2003,2006-10-19,"Establishment of Indian Health Parishad, Uttaranchal",S.K.Das(Chief Secretary),2006-01-28,34
46/XXXI(1)/2005-62(2)2004,2006-01-10,Promotion Orders,S.K.Das(Chief Secretary),2006-01-28,34
3289/form anu.-2004-2005,2005-12-15,Wrong Details given of the Income form,B.P.Pandey(Commissioner Tax Officer),2006-01-28,15
3633/form anu.-2004-2005,2006-01-13,Forms that has been lost by theft or has been misplaced,B.P.Pandey(Commissioner Tax Officer),2006-01-28,15
3634/form anu.-2005-2006,2006-01-13,Wrong Information given of the forms that were lost by theft or had been misplaced,B.P.Pandey(Commissioner Tax Officer),2006-01-28,15
166/XIV/89/Admin.A/2003,2005-12-14,Leave acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,13
167/XIV/31/Admin.A/2003,2005-12-15,Leave acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,13
168/XIV/32/Admin.A/2003,2005-12-17,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,13
171/XIV/48/Admin.A/2003,2005-12-17,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,13
172/XIV/48/Admin.A/2003,2005-12-21,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,13
191/XIV/42/Admin.A/2003,2006-01-06,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,14
192/XIV/34/Admin.A/2003,2006-01-06,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,14
175/XIV/6/Admin.A/2005,2005-12-22,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,14
184/XIV/88/Admin-A/2003,2006-01-03,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,14
185/XIV/61/Admin. A/2003,2006-01-03,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,14
186/XIV/2/Admin. A/2003,2006-01-03,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,14
187/XIV/45/Admin. A/2003,2006-01-04,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,14
189/XIV/95/Admin.A/2003,2006-01-06,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,14
166/XIV/89/Admin.A/2003,2005-12-14,Leave acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,13
167/XIV/31/Admin.A/2003,2005-12-15,Leave acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,13
168/XIV/32/Admin.A/2003,2005-12-17,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,13
171/XIV/48/Admin.A/2003,2005-12-17,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,13
172/XIV/48/Admin.A/2003,2005-12-21,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,13
175/XIV/6/Admin.A/2005,2005-12-22,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,14
192/XIV/34/Admin.A/2003,2006-01-06,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,14
184/XIV/88/Admin-A/2003,2006-01-03,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,14
185/XIV/61/Admin. A/2003,2006-01-03,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,14
186/XIV/2/Admin. A/2003,2006-01-03,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,14
187/XIV/45/Admin. A/2003,2006-01-04,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,14
189/XIV/95/Admin.A/2003,2006-01-06,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,14
191/XIV/42/Admin.A/2003,2006-01-06,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,14
1564/XXVIII(1)-2004-27/2003,2006-10-19,"Establishment of Indian Health Parishad, Uttaranchal",S.K.Das(Chief Secretary),2006-01-28,34
166/XIV/89/Admin.A/2003,2005-12-14,Leave acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,13
167/XIV/31/Admin.A/2003,2005-12-15,Leave acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,13
168/XIV/32/Admin.A/2003,2005-12-17,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,13
171/XIV/48/Admin.A/2003,2005-12-17,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,13
172/XIV/48/Admin.A/2003,2005-12-21,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,13
191/XIV/42/Admin.A/2003,2006-01-06,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,14
192/XIV/34/Admin.A/2003,2006-01-06,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,14
175/XIV/6/Admin.A/2005,2005-12-22,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,14
184/XIV/88/Admin-A/2003,2006-01-03,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,14
185/XIV/61/Admin. A/2003,2006-01-03,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,14
186/XIV/2/Admin. A/2003,2006-01-03,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,14
187/XIV/45/Admin. A/2003,2006-01-04,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,14
189/XIV/95/Admin.A/2003,2006-01-06,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,14
166/XIV/89/Admin.A/2003,2005-12-14,Leave acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,13
167/XIV/31/Admin.A/2003,2005-12-15,Leave acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,13
168/XIV/32/Admin.A/2003,2005-12-17,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,13
171/XIV/48/Admin.A/2003,2005-12-17,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,13
172/XIV/48/Admin.A/2003,2005-12-21,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,13
191/XIV/42/Admin.A/2003,2006-01-06,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,14
192/XIV/34/Admin.A/2003,2006-01-06,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,14
175/XIV/6/Admin.A/2005,2005-12-22,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,14
184/XIV/88/Admin-A/2003,2006-01-03,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,14
185/XIV/61/Admin. A/2003,2006-01-03,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,14
186/XIV/2/Admin. A/2003,2006-01-03,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,14
187/XIV/45/Admin. A/2003,2006-01-04,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,14
189/XIV/95/Admin.A/2003,2006-01-06,Leave Acceptance,Ravinder Maithani(Additional Registrar),2006-01-28,14
46/XXXI(1)/2005-62(2)2004,2006-01-10,Promotion Orders,S.K.Das(Chief Secretary),2006-01-28,34
4034/30-1-2005,2005-10-07,"Apointment Shri M.Ramachandran,IAS,Principal Secretary",N.S.Napalchyal(PRINCIPAL SECRETARY),2006-02-04,38
3403/E-7,2005-12-20,Result For Asst.Engineer (civil) Irrigation Deptt.,B.B.L.Mittal(Director),2006-02-04,18
391/VI-(05)/1(7)/2004,2005-12-31,Regarding Maharana Pratap Sports Collage Uttarachal Society,Alok Kumar Jain(PRINCIPAL SECRETARY),2006-02-04,38
4034/30-1-2005,2005-10-07,"Apointment Shri M.Ramachandran,IAS,Principal Secretary",N.S.Napalchyal(PRINCIPAL SECRETARY),2006-02-04,38
34/XXVIII/3-6-92,2006-01-24,Regarding Objectionable Advertisement,S.Raju(Secretary),2006-02-04,38
189/UHC/Admin.A/2006,2006-01-14,Hon'ble Shri Justice Rajeev Gupta,V.K.Maheshwari(Registrar General),2006-02-04,17
3403/E-7,2005-12-20,Result For Asst.Engineer (civil) Irrigation Deptt.,B.B.L.Mittal(Director),2006-02-04,18
34/XXVIII/3-6-92,2006-01-24,Regarding Objectionable Advertisement,S.Raju(Secretary),2006-02-04,38
34/XXVIII/3-6-92,2006-01-24,Regarding Objectionable Advertisement,S.Raju(Secretary),2006-02-04,38
3403/E-7,2005-12-20,Result For Asst.Engineer (civil) Irrigation Deptt.,B.B.L.Mittal(Director),2006-02-04,18
56/2005,2005-09-19,Election Commission of India,K.F.Wilfred(Secretary),2006-02-04,1
56/2005,2005-09-19,Election Commission of India,K.F.Wilfred(Secretary),2006-02-04,1
3403/E-7,2005-12-20,Result For Asst.Engineer (civil) Irrigation Deptt.,B.B.L.Mittal(Director),2006-02-04,18
4034/30-1-2005,2005-10-07,"Apointment Shri M.Ramachandran,IAS,Principal Secretary",N.S.Napalchyal(PRINCIPAL SECRETARY),2006-02-04,38
189/UHC/Admin.A/2006,2006-01-14,Hon'ble Shri Justice Rajeev Gupta,V.K.Maheshwari(Registrar General),2006-02-04,17
189/UHC/Admin.A/2006,2006-01-14,Hon'ble Shri Justice Rajeev Gupta,V.K.Maheshwari(Registrar General),2006-02-04,17
189/UHC/Admin.A/2006,2006-01-14,Hon'ble Shri Justice Rajeev Gupta,V.K.Maheshwari(Registrar General),2006-02-04,17
189/UHC/Admin.A/2006,2006-01-14,Hon'ble Shri Justice Rajeev Gupta,V.K.Maheshwari(Registrar General),2006-02-04,17
3403/E-7,2005-12-20,Result For Asst.Engineer (civil) Irrigation Deptt.,B.B.L.Mittal(Director),2006-02-04,18
34/XXVIII/3-6-92,2006-01-24,Regarding Objectionable Advertisement,S.Raju(Secretary),2006-02-04,38
4034/30-1-2005,2005-10-07,"Apointment Shri M.Ramachandran,IAS,Principal Secretary",N.S.Napalchyal(PRINCIPAL SECRETARY),2006-02-04,38
56/2005,2005-09-19,Election Commission of India,K.F.Wilfred(Secretary),2006-02-04,1
4034/30-1-2005,2005-10-07,"Apointment Shri M.Ramachandran,IAS,Principal Secretary",N.S.Napalchyal(PRINCIPAL SECRETARY),2006-02-04,38
1/No.-C/XXXVI/(i)/2006,2006-01-25,Shri Tribhuwan Singh Advocate apoint Notary for a Period Five year Tehsil Badkot.,U.C.Dhyani (Secretary),2006-02-11,55
1241/30-1-5(25)/2004,2006-12-24,Regarding Retirement,Nrip Singh Napalchiyal(PRINCIPAL SECRETARY),2006-02-11,51
04 to 08/XXVII(8)Vanijya kar,2006-01-21,Uttaranchal Value Added Tax 2005,Indu Kumar Pande(PRINCIPAL SECRETARY),2006-02-11,43
3852/U.Ayukt Kar/05-06,2006-01-28,Regarding Posting Vanijya Kar Adhikari,B.B.Pande(Commissioner Tax Officer),2006-02-11,23
"3370,3371/Vanijya kar",2006-01-24,Uttaranchal Value Added Tax 2005,B.B.Pande(Commissioner Tax Officer),2006-02-11,24
3819/II-5-1(46)/2005,2006-01-02,Superniousion 60 years complete,N.Ravi Shankar(Secretary),2006-02-11,54
1610-1622/VIII/60/2005,2006-01-12,,Sohan Lal(Secretary),2006-02-11,58
1608/VIII/58/2005,2006-01-09,,Sohan Lal(Additional Secretary),2006-02-11,56
04 to 08/XXVII(8)Vanijya kar,2006-01-21,Uttaranchal Value Added Tax 2005,Indu Kumar Pande(PRINCIPAL SECRETARY),2006-02-11,43
3852/U.Ayukt Kar/05-06,2006-01-28,Regarding Posting Vanijya Kar Adhikari,B.B.Pande(Commissioner Tax Officer),2006-02-11,23
"3370,3371/Vanijya kar",2006-01-24,Uttaranchal Value Added Tax 2005,B.B.Pande(Commissioner Tax Officer),2006-02-11,24
1241/30-1-5(25)/2004,2006-12-24,Regarding Retirement,Nrip Singh Napalchiyal(PRINCIPAL SECRETARY),2006-02-11,51
3819/II-5-1(46)/2005,2006-01-02,Superniousion 60 years complete,N.Ravi Shankar(Secretary),2006-02-11,54
1610-1622/VIII/60/2005,2006-01-12,,Sohan Lal(Secretary),2006-02-11,58
1608/VIII/58/2005,2006-01-09,,Sohan Lal(Additional Secretary),2006-02-11,56
3819/II-5-1(46)/2005,2006-01-02,Superniousion 60 years complete,N.Ravi Shankar(Secretary),2006-02-11,54
1610-1622/VIII/60/2005,2006-01-12,,Sohan Lal(Secretary),2006-02-11,58
1608/VIII/58/2005,2006-01-09,,Sohan Lal(Additional Secretary),2006-02-11,56
1/No.-C/XXXVI/(i)/2006,2006-01-25,Shri Tribhuwan Singh Advocate apoint Notary for a Period Five year Tehsil Badkot.,U.C.Dhyani (Secretary),2006-02-11,55
1/No.-C/XXXVI/(i)/2006,2006-01-25,Shri Tribhuwan Singh Advocate apoint Notary for a Period Five year Tehsil Badkot.,U.C.Dhyani (Secretary),2006-02-11,55
04 to 08/XXVII(8)Vanijya kar,2006-01-21,Uttaranchal Value Added Tax 2005,Indu Kumar Pande(PRINCIPAL SECRETARY),2006-02-11,43
3852/U.Ayukt Kar/05-06,2006-01-28,Regarding Posting Vanijya Kar Adhikari,B.B.Pande(Commissioner Tax Officer),2006-02-11,23
"3370,3371/Vanijya kar",2006-01-24,Uttaranchal Value Added Tax 2005,B.B.Pande(Commissioner Tax Officer),2006-02-11,24
3819/II-5-1(46)/2005,2006-01-02,Superniousion 60 years complete,N.Ravi Shankar(Secretary),2006-02-11,54
1610-1622/VIII/60/2005,2006-01-12,,Sohan Lal(Secretary),2006-02-11,58
1608/VIII/58/2005,2006-01-09,,Sohan Lal(Additional Secretary),2006-02-11,56
1241/30-1-5(25)/2004,2006-12-24,Regarding Retirement,Nrip Singh Napalchiyal(PRINCIPAL SECRETARY),2006-02-11,51
04 to 08/XXVII(8)Vanijya kar,2006-01-21,Uttaranchal Value Added Tax 2005,Indu Kumar Pande(PRINCIPAL SECRETARY),2006-02-11,43
3852/U.Ayukt Kar/05-06,2006-01-28,Regarding Posting Vanijya Kar Adhikari,B.B.Pande(Commissioner Tax Officer),2006-02-11,23
"3370,3371/Vanijya kar",2006-01-24,Uttaranchal Value Added Tax 2005,B.B.Pande(Commissioner Tax Officer),2006-02-11,24
3819/II-5-1(46)/2005,2006-01-02,Superniousion 60 years complete,N.Ravi Shankar(Secretary),2006-02-11,54
1610-1622/VIII/60/2005,2006-01-12,,Sohan Lal(Secretary),2006-02-11,58
1608/VIII/58/2005,2006-01-09,,Sohan Lal(Additional Secretary),2006-02-11,56
1/No.-C/XXXVI/(i)/2006,2006-01-25,Shri Tribhuwan Singh Advocate apoint Notary for a Period Five year Tehsil Badkot.,U.C.Dhyani (Secretary),2006-02-11,55
1241/30-1-5(25)/2004,2006-12-24,Regarding Retirement,Nrip Singh Napalchiyal(PRINCIPAL SECRETARY),2006-02-11,51
1241/30-1-5(25)/2004,2006-12-24,Regarding Retirement,Nrip Singh Napalchiyal(PRINCIPAL SECRETARY),2006-02-11,51
1/No/C/XXXVI/(1)/2006,2006-01-25,"Shri Tribhuvan singh Advocate Apoint as Notary for the Period 5 year ,Tehsil Badkot Uttarkashi.",U.C.Dhyani (Secretary),2006-02-18,55
3819/II-05-01(46)/2005,2006-01-02,Superniosion complete 60 year Service,N.Ravi Shankar(Secretary),2006-02-18,54
1608/VIII/58/2005,2006-01-09,Vittiya varsh 2005-06 -ITI,Sohan Lal(Secretary),2006-02-18,56
4520/05-06,2006-01-04,Pay scale Gd-II After 14/16 year service,Om Prakash(Secretary),2006-02-18,25
4520/05-06,2006-01-04,Pay scale Gd-II After 14/16 year service,Om Prakash(Secretary),2006-02-18,25
3819/II-05-01(46)/2005,2006-01-02,Superniosion complete 60 year Service,N.Ravi Shankar(Secretary),2006-02-18,54
1608/VIII/58/2005,2006-01-09,Vittiya varsh 2005-06 -ITI,Sohan Lal(Secretary),2006-02-18,56
3819/II-05-01(46)/2005,2006-01-02,Superniosion complete 60 year Service,N.Ravi Shankar(Secretary),2006-02-18,54
1608/VIII/58/2005,2006-01-09,Vittiya varsh 2005-06 -ITI,Sohan Lal(Secretary),2006-02-18,56
1/No/C/XXXVI/(1)/2006,2006-01-25,"Shri Tribhuvan singh Advocate Apoint as Notary for the Period 5 year ,Tehsil Badkot Uttarkashi.",U.C.Dhyani (Secretary),2006-02-18,55
1/No/C/XXXVI/(1)/2006,2006-01-25,"Shri Tribhuvan singh Advocate Apoint as Notary for the Period 5 year ,Tehsil Badkot Uttarkashi.",U.C.Dhyani (Secretary),2006-02-18,55
3819/II-05-01(46)/2005,2006-01-02,Superniosion complete 60 year Service,N.Ravi Shankar(Secretary),2006-02-18,54
1608/VIII/58/2005,2006-01-09,Vittiya varsh 2005-06 -ITI,Sohan Lal(Secretary),2006-02-18,56
3819/II-05-01(46)/2005,2006-01-02,Superniosion complete 60 year Service,N.Ravi Shankar(Secretary),2006-02-18,54
1608/VIII/58/2005,2006-01-09,Vittiya varsh 2005-06 -ITI,Sohan Lal(Secretary),2006-02-18,56
1/No/C/XXXVI/(1)/2006,2006-01-25,"Shri Tribhuvan singh Advocate Apoint as Notary for the Period 5 year ,Tehsil Badkot Uttarkashi.",U.C.Dhyani (Secretary),2006-02-18,55
705/X-2-2005-20(1)/2005,2006-01-23,Uttaranchal Panchayati Forest Rules,VIBHA PURI DAS(PRINCIPAL SECRETARY),2006-02-25,82
705/X-2-2005-20(1)/2005,2006-01-23,Uttaranchal Panchayati Forest Rules,VIBHA PURI DAS(PRINCIPAL SECRETARY),2006-02-25,82
705/X-2-2005-20(1)/2005,2006-01-23,Uttaranchal Panchayati Forest Rules,VIBHA PURI DAS(PRINCIPAL SECRETARY),2006-02-25,82
705/X-2-2005-20(1)/2005,2006-01-23,Uttaranchal Panchayati Forest Rules,VIBHA PURI DAS(PRINCIPAL SECRETARY),2006-02-25,82
705/X-2-2005-20(1)/2005,2006-01-23,Uttaranchal Panchayati Forest Rules,VIBHA PURI DAS(PRINCIPAL SECRETARY),2006-02-25,82
120/pan.Up Nirvachan/2006,2006-02-06,,U.D.Chobey(District Magistrate),2006-03-04,25
120/pan.Up Nirvachan/2006,2006-02-06,,U.D.Chobey(District Magistrate),2006-03-04,25
39/XXVII/(9)/Samp/2006,2006-01-28,Establishment of Museum,Indu Kumar Pande(PRINCIPAL SECRETARY),2006-03-04,110
